main_genre,sub_genre,artist_name,track_name,album_name,spotify_track_id,popularity
Glam Metal,Glam Metal,Mötley Crüe,Shout at the Devil,Shout At The Devil,4VFNyv0nVew5C878WDsPvE,68
Glam Metal,Glam Metal,Mötley Crüe,Live Wire,Too Fast For Love (Deluxe Version),1Jrt2fqQm5JEKlAPMYG2nD,66
Glam Metal,Glam Metal,Mötley Crüe,Looks That Kill,Shout At The Devil,1Cznl5CD5aaEYMfJq1l9Hd,66
Glam Metal,Glam Metal,Mötley Crüe,Same Ol' Situation (S.O.S.),Dr. Feelgood,1090YWYmufPxxFEDAmU8Hn,64
Glam Metal,Glam Metal,Mötley Crüe,Take Me To The Top,Too Fast For Love (Deluxe Version),5wXYuaDpzueI27xvHhM9nl,63
Glam Metal,Glam Metal,Stryper,To Hell with the Devil,To Hell With The Devil,4t8OmZERfkdkRr4aoYa2h1,45
Glam Metal,Glam Metal,Stryper,To Hell With The Devil (RISE),Unsung Hero (The Inspired By Soundtrack),0CgsoQUV7jnP6gcQxqbptj,43
Glam Metal,Glam Metal,Stryper,Honestly,To Hell With The Devil,66POKxMki5FryEYtHBZ5GZ,42
Glam Metal,Glam Metal,Stryper,Calling On You,To Hell With The Devil,2qw9qgcPNCnq18WJLAm83x,41
Glam Metal,Glam Metal,Stryper,Free,To Hell With The Devil,39H85mM3qbjTw3ZMxeJIgJ,38
Glam Metal,Glam Metal,Stryper,Always There For You,In God We Trust,59hnyuDKrI9e1F4GimuDQ9,38
Glam Metal,Glam Metal,Stryper,Yahweh,Fallen,1EKRBDsAsPIGRw4E7g1hTQ,38
Glam Metal,Glam Metal,Stryper,I Believe In You,In God We Trust,6GjZx56DlDIX75KoM4hRf9,38
Glam Metal,Glam Metal,Stryper,Soldiers Under Command,Soldiers Under Command,07Rzb7ehY4pyOXIu5L7Rgs,37
Glam Metal,Glam Metal,Stryper,In God We Trust,In God We Trust,7h4OKa30DDjVI3bPfPYrxP,37
Glam Metal,Glam Metal,Bon Jovi,Livin' On A Prayer,Slippery When Wet (Deluxe Edition),0ee1DiZF94NSqqpG0XHUzH,79
Glam Metal,Glam Metal,Bon Jovi,You Give Love A Bad Name,Slippery When Wet (Deluxe Edition),2TofEeQobQ9YoK7EFds698,78
Glam Metal,Glam Metal,Bon Jovi,It's My Life,Crush,0v1XpBHnsbkCn7iJ9Ucr1l,81
Glam Metal,Glam Metal,Bon Jovi,Always,Cross Road,2RChe0r2cMoyOvuKobZy44,78
Glam Metal,Glam Metal,Bon Jovi,Bed Of Roses,Keep The Faith,1zng9uqqXoPkmU05nsAlsw,76
Glam Metal,Glam Metal,Bon Jovi,Runaway,Bon Jovi,0X1sqQ652p1sceKM2nJlIJ,74
Glam Metal,Glam Metal,Bon Jovi,Wanted Dead Or Alive,Slippery When Wet (Deluxe Edition),52m7IQitPjIy1PrULHhS9F,68
Glam Metal,Glam Metal,Bon Jovi,I'll Be There For You,New Jersey (Deluxe Edition),07HqIg8BnB1lJElnw2ZiSR,70
Glam Metal,Glam Metal,Bon Jovi,Bad Medicine,New Jersey (Deluxe Edition),72hcFp4tYkd3dbNA9dZ3Pv,69
Glam Metal,Glam Metal,Bon Jovi,Never Say Goodbye,Slippery When Wet (Deluxe Edition),1YRiaGNPyP6YuH2FCutj3d,65
Glam Metal,Glam Metal,Poison,Hell's Comin' with Me,Hell's Comin' with Me,5N0lmKQfQpXNQNjUGlPKIT,72
Glam Metal,Glam Metal,Poison,Feed the Machine,Feed the Machine,40wmXUgVB0N5eLK8CuOhm3,70
Glam Metal,Glam Metal,Poison,Providence,Providence,4VGR3mr2WbiD0splKGasFc,66
Glam Metal,Glam Metal,Poison,Give and Take,In the End,4pZos1A9cAsvHx5kj1O38W,62
Glam Metal,Glam Metal,Poison,C'mon Down,Providence,2OqfU8bYXte0FVWEKL10KC,59
Glam Metal,Glam Metal,Poison,Let's Go!,The Great Big Lie,5kvDeLfKhTbCXiElGeX0bG,55
Glam Metal,Glam Metal,Poison,Devils Price,Poor Man's Poison,1hnfPh6AhAmp1Oyk6hgtq1,54
Glam Metal,Glam Metal,Poison,Black Sheep,Providence,1Nri5Jx2GJp320o9j8kIb3,54
Glam Metal,Glam Metal,Poison,Hey Mister,Providence,44VMH5NwFMqtmHsUTRVDNb,53
Glam Metal,Glam Metal,Poison,The Woods,The Woods,6Xe983fevWBfx1XeypjGjS,52
Glam Metal,Glam Metal,Ratt,When Jesus Wept,At the River,4PqMVEHRKQDWYIzztJFqYY,20
Glam Metal,Glam Metal,Ratt,How Can I Keep from Singing,At the River,3rKydc6OzcSOgg1WHGzEJa,15
Glam Metal,Glam Metal,Ratt,In Dulci Jubilo,Dulci Jubilo: Christmas With the Singers,2yycIGcRFvA82mjjyAzEAS,13
Glam Metal,Glam Metal,Ratt,Shenandoah,At the River,09VAL8CtCxlUKXksQ8AjQz,12
Glam Metal,Glam Metal,Ratt,What Wondrous Love,At the River,7viI3iss4jGDzTNtHbkG4l,6
Glam Metal,Glam Metal,Ratt,Nelly Bly,At the River,1taUJnQVA8dFISbsd5fHVM,5
Glam Metal,Glam Metal,Ratt,Deep River,At the River,2qwSgzs8GLRvHqIUv8z8S2,3
Glam Metal,Glam Metal,Ratt,Yonder Come Day,At the River,7dSPVxALacJrNFD8QxBZf3,3
Glam Metal,Glam Metal,Ratt,Angels We Have Heard On High,Dulci Jubilo: Christmas With the Singers,35qmEVKZmm4ttrm4dnNQYZ,2
Glam Metal,Glam Metal,Ratt,Away in a Manger,Dulci Jubilo: Christmas With the Singers,4xOP1dlpWs8ajbn20jpzOV,3
Glam Metal,Glam Metal,Black Veil Brides,In The End,Wretched And Divine: The Story Of The Wild Ones,1RTYixE1DD3g3upEpmCJpa,69
Glam Metal,Glam Metal,Black Veil Brides,Knives and Pens,We Stitch These Wounds,2ZhswJTKMkNNTAjrTmPhOJ,60
Glam Metal,Glam Metal,Black Veil Brides,Wake Up,Vale,3WnrxWNTHDGyCVCwfMJPtR,58
Glam Metal,Glam Metal,Black Veil Brides,Bleeders,Bleeders,3KprCokhFBVLLGyQVu5XaN,56
Glam Metal,Glam Metal,Black Veil Brides,Fallen Angels,Set The World On Fire,1rgPXmgq1rOwglSwaTrq9S,55
Glam Metal,Glam Metal,Black Veil Brides,Scarlet Cross,The Phantom Tomorrow,36cmP2khc7F1aaP3mDR3DN,50
Glam Metal,Glam Metal,Black Veil Brides,Rebel Love Song,Set The World On Fire,3ItCQd3vvharrdNrBzZuIY,53
Glam Metal,Glam Metal,Black Veil Brides,Perfect Weapon,We Stitch These Wounds,2pg002Dqz4DsOthj5hqhNn,53
Glam Metal,Glam Metal,Black Veil Brides,Saviour II,Saviour II,2ylvLXbkRAMTsaDMDSfwjG,48
Glam Metal,Glam Metal,Black Veil Brides,Hallelujah,Hallelujah,3KA0M8SYVjkMZhTwnbqUqK,52
Glam Metal,Glam Metal,Steel Panther,Eyes Of A Panther,Feel The Steel,1iWLoUrmSLht6keK0436jK,52
Glam Metal,Glam Metal,Steel Panther,Gloryhole,All You Can Eat (Deluxe),3KLXsppVL4nJzuxWGLZ61F,47
Glam Metal,Glam Metal,Steel Panther,Death To All But Metal,Feel The Steel,280Y9MmTJacpEVjCeqdyxz,45
Glam Metal,Glam Metal,Steel Panther,Community Property,Feel The Steel,5r99ZBFvH7m6xrYbrhSZD6,45
Glam Metal,Glam Metal,Steel Panther,Fucking My Heart in the Ass,All You Can Eat (Deluxe),5y7GM2hI9fegRLcqRFPD9W,46
Glam Metal,Glam Metal,Steel Panther,If You Really Really Love Me,Balls Out,03AFsaMpbotuJSfloaPEPH,44
Glam Metal,Glam Metal,Steel Panther,Asian Hooker,Feel The Steel,67kTc65roN64YttSu3Go1b,41
Glam Metal,Glam Metal,Steel Panther,Party Like Tomorrow is the End of the World,All You Can Eat (Deluxe),2FRNaqLU6UFv9kANvg8D7c,43
Glam Metal,Glam Metal,Steel Panther,17 Girls In A Row,Balls Out,07vFoIywXHy1umQJeYUmiS,41
Glam Metal,Glam Metal,Steel Panther,Party All Day,Feel The Steel,3wBSTEM9OJGnazxq6SLq3n,40
Glam Metal,Glam Metal,Hanoi Rocks,11th Street Kidzz,"Bangkok Shocks, Saigon Shakes, Hanoi Rocks",5hwyaMPw2sRMkxAj1YPPZU,50
Glam Metal,Glam Metal,Hanoi Rocks,Don't Ever Leave Me - Live,All Those Wasted Years (Live),7qb9yp13d3mjKA3IFfJZZ3,45
Glam Metal,Glam Metal,Hanoi Rocks,Don't You Ever Leave Me,Two Steps From The Move,1iObzG3uiGbbby6LUmzvr4,41
Glam Metal,Glam Metal,Hanoi Rocks,Fallen Star,Oriental Beat,6fPluZVaOcAmL2aA26Krjk,41
Glam Metal,Glam Metal,Hanoi Rocks,Up Around the Bend,Two Steps From The Move,58jMdhU11g7JdvrBSlaIk2,36
Glam Metal,Glam Metal,Hanoi Rocks,Million Miles Away (a/k/a Never Get Enough),Two Steps From The Move,3M0Hc179iN1R99LgztePUC,27
Glam Metal,Glam Metal,Hanoi Rocks,Tragedy,"Bangkok Shocks, Saigon Shakes, Hanoi Rocks",69OO6cIqK2HFNPa35kPsjl,33
Glam Metal,Glam Metal,Hanoi Rocks,Until I Get You,Back to Mystery City,3cUODfKgUMCTVolNBdDYQm,28
Glam Metal,Glam Metal,Hanoi Rocks,Don't Never Leave Me,"Bangkok Shocks, Saigon Shakes, Hanoi Rocks",6mWOlA6PEL87LqMRyGwcx7,30
Glam Metal,Glam Metal,Hanoi Rocks,Dead By Xmas,Self Destruction Blues,59G70xILUMCyIbhvNCFTMP,29
Glam Metal,Glam Metal,Twisted Sister,We're Not Gonna Take It,Stay Hungry,5X79VgaOn8pDTpTKu3PixN,73
Glam Metal,Glam Metal,Twisted Sister,I Wanna Rock,Stay Hungry,64ywvJE5j3PmRHzuah2WKR,70
Glam Metal,Glam Metal,Twisted Sister,The Kids Are Back,You Can't Stop Rock 'N' Roll,7vjFBqqEubJSWPm0v9gMX5,56
Glam Metal,Glam Metal,Twisted Sister,The Price,Stay Hungry,53S71YBhCXerA0zMtUgdsy,55
Glam Metal,Glam Metal,Twisted Sister,Burn in Hell - 2024 Remaster,Stay Hungry (40th Anniversary Edition - 2024 Remaster),5mSfWVm8GDIgbJDPgSwcsS,47
Glam Metal,Glam Metal,Twisted Sister,We're Not Gonna Take It,The Best of the Atlantic Years,4Wnng9II4pdqDOoUHGOORr,47
Glam Metal,Glam Metal,Twisted Sister,Stay Hungry,Stay Hungry,1YolVulOrhYvOItXRnGGmk,43
Glam Metal,Glam Metal,Twisted Sister,You Can't Stop Rock 'N' Roll,You Can't Stop Rock 'N' Roll,4xqaaqYRgsZZarVtTsr5RG,43
Glam Metal,Glam Metal,Twisted Sister,I Wanna Rock,Still Hungry,4qjI4c2vVOc76b60ub7Wuw,40
Glam Metal,Glam Metal,Twisted Sister,Leader of the Pack,Come Out and Play,0dNvURpf0wA8v2WeNz1CPM,40
Glam Metal,Glam Metal,Quiet Riot,Cum on Feel the Noize,Metal Health,3vV3cr2TpPqFk07zxYUbla,70
Glam Metal,Glam Metal,Quiet Riot,Metal Health (Bang Your Head),Metal Health,28clONjZmul6FjfO6tZQDE,60
Glam Metal,Glam Metal,Quiet Riot,Bang Your Head (Metal Health) - Single Version,Footloose (15th Anniversary Collectors' Edition),7kFMBTOVe1fBGI5PefWyY5,49
Glam Metal,Glam Metal,Quiet Riot,Mama Weer All Crazee Now,Condition Critical,2bkpCVvOn2XZGhzA4fPyuZ,47
Glam Metal,Glam Metal,Quiet Riot,The Wild And The Young,Qr III,6h0vHtXBWxIIuQ1pnRKCQu,43
Glam Metal,Glam Metal,Quiet Riot,Slick Black Cadillac,Metal Health,6POTqp14Lg3PmOkgYJ4lNe,38
Glam Metal,Glam Metal,Quiet Riot,Cum on Feel the Noize,Essential Rock - Definitive Rock Classics And Power Ballads,5xoIg4L8L4EykG1yXq3SGz,18
Glam Metal,Glam Metal,Quiet Riot,Don't Wanna Let You Go,Metal Health,74wIEdRJGZR5aaKu2XnREO,37
Glam Metal,Glam Metal,Quiet Riot,Cum On Feel The Noize,Alive And Well,6UMFdgiM1TCUK6wiOhY0cQ,17
Glam Metal,Glam Metal,Quiet Riot,Love's a Bitch,Metal Health,5I7WE1CnWsTE4DXWWbh2Nx,36
Glam Metal,Glam Metal,Dokken,Alone Again,Tooth and Nail,5Q916vqrwfON21qlJiXpSz,60
Glam Metal,Glam Metal,Dokken,In My Dreams,Under Lock and Key,6PEgQw6tesqhzsqGk3ZfeH,56
Glam Metal,Glam Metal,Dokken,Breaking The Chains,Breaking the Chains,3PZJwntD9O7WLXm2g2jTmD,55
Glam Metal,Glam Metal,Dokken,It's Not Love,Under Lock and Key,64vyYt0DVIdkr0DcmSaGd9,49
Glam Metal,Glam Metal,Dokken,Into The Fire,Tooth and Nail,21bsbyKu71chEElLJ58FZE,49
Glam Metal,Glam Metal,Dokken,Dream Warriors,Back for the Attack,4b2IiksA1MUmbck4Bse0yK,48
Glam Metal,Glam Metal,Dokken,Unchain The Night,Under Lock and Key,4d5gsiE7sdZqK5TgWEgpTJ,48
Glam Metal,Glam Metal,Dokken,In My Dreams (Re-Recorded / Remastered),Greatest Hits (Re-Recorded / Remastered Versions),5IXUAYqwxmAFj69RWYFzbU,45
Glam Metal,Glam Metal,Dokken,The Hunter,Under Lock and Key,0b08rTDm4nRwCBR9VJgg2o,45
Glam Metal,Glam Metal,Dokken,Kiss Of Death,Back for the Attack,6EBUJf8uRAj8BQJuKnFZGy,43
Glam Metal,Glam Metal,Cinderella,Don't Know What You Got (Till It's Gone),Long Cold Winter,5QRs63VVKNaqUjg6XSSckM,62
Glam Metal,Glam Metal,Cinderella,Nobody's Fool,Night Songs,01Q4wU19hamqnhNjtuvTyI,62
Glam Metal,Glam Metal,Cinderella,Gypsy Road,Long Cold Winter,2F8Glc7r4mHHSCEegD4Ju1,60
Glam Metal,Glam Metal,Cinderella,Shake Me,Night Songs,1Qjpl8Kav6rrO92ZuG0OK8,57
Glam Metal,Glam Metal,Cinderella,Somebody Save Me,Night Songs,3fjiaIx6KFssAz3C8TaUec,56
Glam Metal,Glam Metal,Cinderella,Coming Home,Long Cold Winter,5EicljVZKVOo2LZHREtWmQ,54
Glam Metal,Glam Metal,Cinderella,Heartbreak Station,Heartbreak Station,71cWHhV018hztNkCC45Ayo,52
Glam Metal,Glam Metal,Cinderella,Bad Seamstress Blues / Fallin' Apart At The Seams,Long Cold Winter,1tTXWqYA0DPxhEGURogUA5,51
Glam Metal,Glam Metal,Cinderella,Night Songs,Night Songs,0hbWDY0Rvl5kcTvSNsilUA,48
Glam Metal,Glam Metal,Cinderella,Shelter Me,Heartbreak Station,4RTV6bpggP3qZeDfPThJms,47
Glam Metal,Glam Metal,Skid Row,18 and Life,Skid Row,3620P9KJS2PDebJ9ABFitc,73
Glam Metal,Glam Metal,Skid Row,I Remember You,Skid Row,1xqVri47rxr9oRpUgJa8rf,69
Glam Metal,Glam Metal,Skid Row,Youth Gone Wild,Skid Row,37Vzad7uGm0I9zJIFXlT4b,66
Glam Metal,Glam Metal,Skid Row,In a Darkened Room,Slave to the Grind,05A9GC5OxmgvvRji2SCVzh,62
Glam Metal,Glam Metal,Skid Row,Monkey Business,Slave to the Grind,4bINqmqxF9EUNcRvA0TZqi,59
Glam Metal,Glam Metal,Skid Row,Wasted Time,Slave to the Grind,0MifhDugHOql4oMAea1Ont,58
Glam Metal,Glam Metal,Skid Row,Slave to the Grind,Slave to the Grind,1PWyfvKa5mrdWkqvms3tX7,57
Glam Metal,Glam Metal,Skid Row,Quicksand Jesus,Slave to the Grind,1bPStrIRZk0kEwwKURQAJE,55
Glam Metal,Glam Metal,Skid Row,Big Guns,Skid Row,2Qwcqj6fNpOzn4ThJOrKqT,53
Glam Metal,Glam Metal,Skid Row,Little Wing,B-Side Ourselves,37qLqaDfuNy1KpgtV97UuQ,49
Glam Metal,Glam Metal,Sweet,souvenirs,souvenirs,0MVd25c75PYKsta1f19ZoK,63
Glam Metal,Glam Metal,Sweet,first light,first light,4EV1HPkHc8bllxXVun7COb,63
Glam Metal,Glam Metal,Sweet,away,nostalgie,6zKxsTeq6iVdJuv4Pg6eic,62
Glam Metal,Glam Metal,Sweet,shadows,nostalgie,2LntHTAAwbsQeeKoDB6eRR,62
Glam Metal,Glam Metal,Sweet,miracles,nostalgie,34sxkDrNOwmjXGLSjMehRC,60
Glam Metal,Glam Metal,Sweet,début,nostalgie,42Bl2ZrWvjszcQsZycnm1v,60
Glam Metal,Glam Metal,Sweet,moment of tranquility,first light,4eU8OYTG5BO828Y3O859lv,59
Glam Metal,Glam Metal,Sweet,blue eyes,nostalgie,118jNcg6OXZy7Y5vba8PcK,58
Glam Metal,Glam Metal,Sweet,matins,nostalgie,3RajkjXyqIL6rGHetg52Qa,58
Glam Metal,Glam Metal,Sweet,etheral,first light,2k6o5T19SyKk69LHE7018Q,58
Glam Metal,Glam Metal,Slade,Perdamaian,Perdamaian,2JAvX3inEVTk8pXVguHVSM,23
Glam Metal,Glam Metal,Slade,Jambu Alas,Jambu Alas,5fpnnFEfvO7jG2OMm4pAzJ,3
Glam Metal,Glam Metal,Slade,Laut,Laut,5TZGauuNMO28OEe81mRsQg,3
Glam Metal,Glam Metal,Slade,Tamu Malam Minggu,Tamu Malam Minggu,0mhyKcJGgRD98UrRMNG9Hf,1
Gothic Metal,Gothic Metal,Paradise Lost,Tyrants Serenade,Ascension,3BR7VlTtQ6uZivM2qxdEHF,51
Gothic Metal,Gothic Metal,Paradise Lost,Serpent On The Cross,Ascension,2HZMo1KE0HV7zRZggHNIB6,51
Gothic Metal,Gothic Metal,Paradise Lost,Silence Like The Grave,Ascension,4sXcToeMVMb91Yx7f22271,50
Gothic Metal,Gothic Metal,Paradise Lost,Lay A Wreath Upon The World,Ascension,7jC2KqZdyyGovJsUDw50r8,52
Gothic Metal,Gothic Metal,Paradise Lost,Small Town Boy,Symbol Of Life,0jfNgP8sP2tnOloYDw0HoM,50
Gothic Metal,Gothic Metal,Paradise Lost,Salvation,Ascension,4EsH2OqQWFihunSkRSyxWy,50
Gothic Metal,Gothic Metal,Paradise Lost,Diluvium,Ascension,2ocec3WR4wXmMHNvkIIlnt,49
Gothic Metal,Gothic Metal,Paradise Lost,Savage Days,Ascension,7ofacbz66xcZw6L5uYnidR,49
Gothic Metal,Gothic Metal,Paradise Lost,Deceivers,Ascension,18TeM88UWLgDC4AJPuHcp6,48
Gothic Metal,Gothic Metal,Paradise Lost,Sirens,Ascension,6zLnXNs0Fpc0rlF9JgNTUq,47
Gothic Metal,Gothic Metal,My Dying Bride,Your Broken Shore,The Ghost of Orion,55qmxCQFReKqCDuxIY75qI,40
Gothic Metal,Gothic Metal,My Dying Bride,My Wine In Silence,"Songs Of Darkness, Words Of Light",6ZAuCrqQWJUgSh4Ttdwlob,38
Gothic Metal,Gothic Metal,My Dying Bride,The Cry of Mankind,Peaceville Presents... My Dying Bride,6VyghI3tdKh51Na4AmCMX3,31
Gothic Metal,Gothic Metal,My Dying Bride,A Kiss to Remember,Introducing My Dying Bride,3kvwVnyfxCNnnKp45VaMTM,32
Gothic Metal,Gothic Metal,My Dying Bride,For You,Peaceville Presents... My Dying Bride,0oncbRS3QfIkWwUMXtbQxm,31
Gothic Metal,Gothic Metal,My Dying Bride,Tired of Tears,The Ghost of Orion,7w8fjPUHqFsRFLH4hkn7iA,31
Gothic Metal,Gothic Metal,My Dying Bride,She Is The Dark,The Light At The End Of The World,0dl6nGOQLXzcJ9eKOLrtCE,31
Gothic Metal,Gothic Metal,My Dying Bride,To Outlive the Gods,The Ghost of Orion,1oxooeWUTEdsVIaTVXMPGF,31
Gothic Metal,Gothic Metal,My Dying Bride,For My Fallen Angel,Like Gods Of The Sun,5oVSFQUi1hBYYRiNeOwfWy,30
Gothic Metal,Gothic Metal,My Dying Bride,And My Father Left Forever,Feel the Misery,6c7019RaOHNDrdHP5noR1r,28
Gothic Metal,Gothic Metal,Anathema,Flying - Remastered,A Natural Disaster (Remastered),5Osd2BWeCNtA6EMLY0Dsil,57
Gothic Metal,Gothic Metal,Anathema,One Last Goodbye - Remastered,Judgement (Remastered),0jQxDAN0CBuIdAqbR4OnzV,48
Gothic Metal,Gothic Metal,Anathema,Deep - Remastered,Judgement (Remastered),0kfe9dDMNl5q8b6TjfZ76u,44
Gothic Metal,Gothic Metal,Anathema,Flying - Live,Universal,0AK0OU50z7fCrYvySPVjAz,44
Gothic Metal,Gothic Metal,Anathema,Untouchable Part 1,Weather Systems,7uMlAgdCGMnxaRfRlZZWDs,43
Gothic Metal,Gothic Metal,Anathema,Fragile Dreams - Studio,Resonance 2,6jtF8RDq04cMODupOyLwdi,39
Gothic Metal,Gothic Metal,Anathema,Lost Control,Alternative 4,6CLtsRrc15QmgkZqqxKxSd,40
Gothic Metal,Gothic Metal,Anathema,Angelica,Hindsight,0hXm9zuFNolVGg6UlhbVrT,40
Gothic Metal,Gothic Metal,Anathema,Springfield,The Optimist,5xVtfVrMb1WGypY4bIRLbk,39
Gothic Metal,Gothic Metal,Anathema,Angelica,Eternity,4xfn7r9JyeWTuglVV9hglW,39
Gothic Metal,Gothic Metal,Type O Negative,I Don't Wanna Be Me,Life Is Killing Me,4eGHEHqoDMMejzPhRFTc7p,74
Gothic Metal,Gothic Metal,Type O Negative,Love You to Death,October Rust (Special Edition),58RDwkonFMOkoytBtIQetc,65
Gothic Metal,Gothic Metal,Type O Negative,Black No. 1 (Little Miss Scare -All),Bloody Kisses (Top Shelf Edition),710B9xFjNOisQtKtppZE9p,63
Gothic Metal,Gothic Metal,Type O Negative,Christian Woman,Bloody Kisses (Top Shelf Edition),3634aKisKlGdUfD9V3MOY5,61
Gothic Metal,Gothic Metal,Type O Negative,My Girlfriend's Girlfriend,October Rust (Special Edition),3yubyWatnRRLHkIsN1ZI2Q,58
Gothic Metal,Gothic Metal,Type O Negative,Be My Druidess,October Rust (Special Edition),1ycz5DvATLtmn2pOU8u38C,57
Gothic Metal,Gothic Metal,Type O Negative,IYDKMIGTHTKY (Gimme That),Life Is Killing Me,16m8dqnXoAmu40eCp1BESe,57
Gothic Metal,Gothic Metal,Type O Negative,Summer Breeze,Bloody Kisses,5cDS0AxJMZkAHjuwfUomJI,57
Gothic Metal,Gothic Metal,Type O Negative,Anesthesia,Life Is Killing Me,0c03LEUpwW0O2tmt0dfktG,57
Gothic Metal,Gothic Metal,Type O Negative,Life Is Killing Me,Life Is Killing Me,2kxAHDqcVvD3qYetBLCdZC,55
Gothic Metal,Gothic Metal,Lake of Tears,To Blossom Blue,Forever Autumn,4h24QsCUd3UECOHGhfD6Xi,39
Gothic Metal,Gothic Metal,Lake of Tears,So Fell Autumn Rain,Forever Autumn,7JaZByrmSfrKphWaS6W8AU,38
Gothic Metal,Gothic Metal,Lake of Tears,Headstones,Headstones,3JYOrHiZAB2yn2YeO64mzg,33
Gothic Metal,Gothic Metal,Lake of Tears,House of the Setting Sun,Illwill,4gGCBatko7b7VO3xHkAvIc,30
Gothic Metal,Gothic Metal,Lake of Tears,Like A Leaf,Moons And Mushrooms,5HDf82JljVwldEbN3yDBJb,30
Gothic Metal,Gothic Metal,Lake of Tears,Forever Autumn,Forever Autumn,0vhPMmTMcIJI5iTJZ13Zw2,30
Gothic Metal,Gothic Metal,Lake of Tears,Head on Phantom,Moons And Mushrooms,3VWLde3Yc7xyo0gjHTVXga,29
Gothic Metal,Gothic Metal,Lake of Tears,To Die Is to Wake,A Crimson Cosmos,66Zx5H7J7r165sbZXLLEn1,29
Gothic Metal,Gothic Metal,Lake of Tears,In Gloom,Ominous,1tIYjIOYPNyVotjj2BLmg7,27
Gothic Metal,Gothic Metal,Lake of Tears,The Homecoming,Forever Autumn,5EI0po8Zy48ixKvjAJfOtv,27
Gothic Metal,Gothic Metal,Tiamat,Brighter Than the Sun,Skeleton Skeletron,4Cr7rlPC7orOCPIO8z4fh1,39
Gothic Metal,Gothic Metal,Tiamat,Whatever That Hurts - live in Stockholm 1994,The Musical History of Tiamat,3hjeIzjSe2ZJB9yu9Xoc5F,31
Gothic Metal,Gothic Metal,Tiamat,Cain,Prey,5WBtuD4aTN4pxONsXIOD2q,38
Gothic Metal,Gothic Metal,Tiamat,Carry Your Cross and I'll Carry Mine,Prey,1k4PHer51WDPU5IzDTry8U,36
Gothic Metal,Gothic Metal,Tiamat,Do You Dream of Me?,The Musical History of Tiamat,2cZab4n0VD6kELrhJWVNR1,31
Gothic Metal,Gothic Metal,Tiamat,Divided,Prey,5dl3vdanMj7taymRk4tiFz,34
Gothic Metal,Gothic Metal,Tiamat,The Ar - live in Stockholm 1994,The Musical History of Tiamat,2GwZZXzTPebGgdVQyD9SMx,25
Gothic Metal,Gothic Metal,Tiamat,Gaia - live in Stockholm 1994,The Musical History of Tiamat,0RRNdm9FhEGVl0p6S9JlIT,22
Gothic Metal,Gothic Metal,Tiamat,Misantropolis,Amanethes,4AXL84Roi1XDS7o0i5klhY,32
Gothic Metal,Gothic Metal,Tiamat,The Sleeping Beauty,The Musical History of Tiamat,6TEqtjUBN5DVcFwjGgqvQT,28
Gothic Metal,Gothic Metal,Katatonia,My Twin,The Great Cold Distance,0ZEigpVOtVunIcimL7dJuh,49
Gothic Metal,Gothic Metal,Katatonia,Old Heart Falls,The Fall of Hearts,4AHe46XPJyR6wt4jngb75M,46
Gothic Metal,Gothic Metal,Katatonia,Temporal,Nightmares as Extensions of the Waking State,2OGtxfqEYU5G84rFkGE183,42
Gothic Metal,Gothic Metal,Katatonia,Lilac,Nightmares as Extensions of the Waking State,3czab2G5XisxnikH6C7aXJ,43
Gothic Metal,Gothic Metal,Katatonia,Decima,The Fall of Hearts,6OCQnfXr2G4KaRREAeqayz,44
Gothic Metal,Gothic Metal,Katatonia,Leaders,The Great Cold Distance,6sXBhPRjlce2PK9f1Womum,44
Gothic Metal,Gothic Metal,Katatonia,Deliberation,The Great Cold Distance,3z7jm3G3rdp05oTzYWkHNi,43
Gothic Metal,Gothic Metal,Katatonia,Lethean,Dead End Kings (Deluxe Edition),098dnLhXP42g8B6JL4AM9Q,43
Gothic Metal,Gothic Metal,Katatonia,Shifts,The Fall of Hearts,3W6d6o6pIHK9fVwDEHaPSR,43
Gothic Metal,Gothic Metal,Katatonia,Wind of no Change,Nightmares as Extensions of the Waking State,5klGRdReS5XiS80t4axpHK,41
Gothic Metal,Gothic Metal,the Gathering,Strange Machines,Mandylion,51m9kUkrbufdmMl4ZBHcgR,41
Gothic Metal,Gothic Metal,the Gathering,Leaves,Mandylion,0qiy8BY3Kptp0QFsZacb61,39
Gothic Metal,Gothic Metal,the Gathering,Saturnine,If_then_else,5eJ0DG8hnSZkSixPVQvNDl,38
Gothic Metal,Gothic Metal,the Gathering,Broken Glass,Souvenirs,52LcYhlugZ2b7dZh3ph88j,36
Gothic Metal,Gothic Metal,the Gathering,In Motion #1,Mandylion,22fFQeImeCcDqL6GmMBCfI,36
Gothic Metal,Gothic Metal,the Gathering,Eleanor,Mandylion,15rBCpBpORE8cO1nISYw1E,36
Gothic Metal,Gothic Metal,the Gathering,You Learn About It,Souvenirs,3WHMj631DRc0fTbzsT94mI,35
Gothic Metal,Gothic Metal,the Gathering,On Most Surfaces,Nighttime Birds,2QZrqeTpCvrtXtZjJm94wh,32
Gothic Metal,Gothic Metal,the Gathering,Sand and Mercury,Mandylion,7l7DK5gDLcqC3VerQr4JGp,32
Gothic Metal,Gothic Metal,the Gathering,Fear the Sea,Mandylion,0eOTr5c2CyGT6eNng77Pst,31
Gothic Metal,Gothic Metal,Theatre of Tragedy,Venus,Aégis,2qURNRJHKUjc9aT398g0pf,49
